RECORD_ID,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
936,Connie Dierking,1959,1971,C-F,6-9,222,"October 2, 1936",University of Cincinnati,76566
937,Coby Dietrick,1971,1983,C-F,6-10,220,"July 23, 1948",San Jose State University,76567
938,Ernie DiGregorio,1974,1978,G,6-0,180,"January 15, 1951",Providence College,76568
939,Craig Dill,1968,1968,C,6-11,215,"December 17, 1944",University of Michigan,80728
940,Dwaine Dillard,1976,1976,F,6-6,230,"March 9, 1949",Eastern Michigan University,81488
941,Mickey Dillard,1982,1982,G,6-3,170,"October 15, 1958",Florida State University,76569
945,Jackie Dinkins,1972,1972,F,6-5,210,"January 22, 1950",Voorhees College,76575
947,Spencer Dinwiddie,2015,2018,G,6-6,200,"April 6, 1993",University of Colorado,203915
948,Ike Diogu,2006,2012,F,6-8,250,"September 11, 1983",Arizona State University,101113
949,Terry Dischinger,1963,1973,F-G,6-7,189,"November 21, 1940",Purdue University,76577
950,Fred Diute,1955,1955,G,6-3,210,"January 9, 1929",St. Bonaventure University,76578
951,Juan Dixon,2003,2009,G,6-3,164,"October 9, 1978",University of Maryland,2413
952,Earl Dodd,1950,1950,F,6-5,175,"November 1, 1924",Truman State University,76580
953,Michael Doleac,1999,2008,C,6-11,262,"June 15, 1977",University of Utah,1720
956,James Donaldson,1981,1995,C,7-2,275,"August 16, 1957",Washington State University,76583
957,Bob Donham,1951,1954,G-F,6-2,190,"October 11, 1926",Ohio State University,76584
958,Billy Donovan,1988,1988,G,5-11,171,"May 30, 1965",Providence College,76586
959,Harry Donovan,1950,1950,G,6-2,180,"September 10, 1926",Muhlenberg College,76585
960,Keyon Dooling,2001,2013,G,6-3,196,"May 8, 1980",University of Missouri,2039
961,Jacky Dorsey,1978,1981,F,6-7,230,"December 18, 1954",University of Georgia,76587
962,Joey Dorsey,2009,2015,F,6-8,268,"December 16, 1983",University of Memphis,201595
963,Ron Dorsey,1972,1972,F,6-4,200,"October 10, 1948",Tennessee State University,81381
964,Tyler Dorsey,2018,2018,G,6-5,183,"February 14, 1996",University of Oregon,1628416
965,Damyean Dotson,2018,2018,G,6-6,205,"May 6, 1994",University of Houston,1628422
966,Quincy Douby,2007,2009,G,6-3,175,"May 16, 1984",Rutgers University,200763
967,Bruce Douglas,1987,1987,G,6-3,195,"April 9, 1964",University of Illinois at Urbana-Champaign,76588
968,John Douglas,1982,1983,G,6-2,170,"June 12, 1956",University of Kansas,76589
969,Leon Douglas,1977,1983,C-F,6-10,230,"August 26, 1954",University of Alabama,76590
970,Sherman Douglas,1990,2001,G,6-0,180,"September 15, 1966",Syracuse University,428
971,Toney Douglas,2010,2017,G,6-2,195,"March 16, 1986",Florida State University,201962
972,Chris Douglas-Roberts,2009,2015,G,6-7,200,"January 8, 1987",University of Memphis,201604
977,Steve Downing,1974,1975,C,6-8,225,"September 9, 1950",Indiana University,76594
978,Danny Doyle,1963,1963,F,6-8,200,"February 6, 1940",Belmont Abbey College,76595
980,Greg Dreiling,1987,1997,C,7-1,250,"November 7, 1962",University of Kansas,1068
981,Bryce Drew,1999,2004,G,6-2,185,"September 21, 1974",Valparaiso University,1724
982,John Drew,1975,1985,F-G,6-6,205,"September 30, 1954",Gardner-Webb University,76598
983,Larry Drew,1981,1991,G,6-1,170,"April 2, 1958",University of Missouri,76599
985,Clyde Drexler,1984,1998,G,6-7,210,"June 22, 1962",University of Houston,17
987,Terry Driscoll,1971,1975,F,6-7,215,"August 28, 1947",Boston College,76603
988,Ralph Drollinger,1981,1981,C,7-2,250,"April 20, 1954","University of California, Los Angeles",76604
989,Andre Drummond,2013,2018,C,6-11,279,"August 10, 1993",University of Connecticut,203083
990,Dick Duckett,1958,1958,G,6-1,185,"March 25, 1933",St. John's University,76605
991,Kevin Duckworth,1987,1997,C,7-0,275,"April 1, 1964",Eastern Illinois University,404
992,Charles Dudley,1973,1979,G,6-2,180,"March 5, 1950",University of Washington,76607
993,Chris Dudley,1988,2003,C,6-11,235,"February 22, 1965",Yale University,201
994,Jared Dudley,2008,2018,F-G,6-7,225,"July 10, 1985",Boston College,201162
995,Terry Duerod,1980,1983,G,6-2,180,"July 29, 1956",University of Detroit Mercy,76608
996,Bob Duffy,1947,1947,F,6-4,175,"July 5, 1922",Tulane University,76610
998,Chris Duhon,2005,2013,G,6-1,185,"August 31, 1982",Duke University,2768
1000,Walter Dukes,1956,1963,C,7-0,220,"June 23, 1930",Seton Hall University,76611
1001,Joe Dumars,1986,1999,G,6-3,190,"May 24, 1963",McNeese State University,247
1002,Richard Dumas,1993,1996,F,6-7,200,"May 19, 1969",Oklahoma State University,30
1003,Tony Dumas,1995,1998,G,6-6,190,"August 25, 1972",University of Missouri-Kansas City,434
1004,Andy Duncan,1949,1951,F-C,6-6,195,"April 17, 1922",College of William & Mary,76615
1005,Tim Duncan,1998,2016,F-C,6-11,250,"April 25, 1976",Wake Forest University,1495
1006,Mike Dunleavy,1977,1990,G,6-3,180,"March 21, 1954",University of South Carolina,76616
1007,Mike Dunleavy,2003,2017,F-G,6-9,230,"September 15, 1980",Duke University,2399
1008,Kris Dunn,2017,2018,G,6-4,210,"March 18, 1994",Providence College,1627739
1009,Pat Dunn,1958,1958,G,6-2,170,"March 17, 1931",Utah State University,76617
1010,T.R. Dunn,1978,1991,G-F,6-4,192,"February 1, 1955",University of Alabama,76618
1012,Kevin Durant,2008,2018,F-G,6-9,240,"September 29, 1988",University of Texas at Austin,201142
1013,John Duren,1981,1983,G,6-3,195,"October 30, 1958",Georgetown University,76619
1014,Jarrett Durham,1972,1972,F,6-5,188,"August 22, 1949",Duquesne University,81277
1015,Pat Durham,1993,1995,F,6-7,210,"March 10, 1967",Colorado State University,1090
1016,Devin Durrant,1985,1986,F,6-7,200,"October 20, 1960",Brigham Young University,76621
1017,Ken Durrett,1972,1975,F,6-7,190,"December 8, 1948",La Salle University,76622
1018,Dennis DuVal,1975,1976,G,6-3,175,"March 31, 1952",Syracuse University,76623
1020,Craig Dykema,1982,1982,F,6-8,190,"June 11, 1959","California State University, Long Beach",76625
1021,Gene Dyker,1954,1954,F,6-6,225,"February 17, 1930",DePaul University,76626
1023,Ledell Eackles,1989,1998,G-F,6-5,220,"November 24, 1966",University of New Orleans,289
1024,Jim Eakins,1969,1978,C,6-11,215,"May 24, 1946",Brigham Young University,76628
1025,Acie Earl,1994,1997,F-C,6-10,240,"June 23, 1970",University of Iowa,768
1027,Cleanthony Early,2015,2016,F,6-8,210,"April 17, 1991",Wichita State University,203921
1028,Mark Eaton,1983,1993,C,7-4,275,"January 24, 1957","University of California, Los Angeles",76631
1029,Jerry Eaves,1983,1987,G,6-4,180,"February 8, 1959",University of Louisville,76632
1030,Devin Ebanks,2011,2013,F,6-9,215,"October 28, 1989",West Virginia University,202365
1031,Bill Ebben,1958,1958,G,6-4,190,"October 7, 1935",University of Detroit Mercy,76633
1032,Al Eberhard,1975,1978,F,6-6,225,"May 10, 1952",University of Missouri,76634
1033,Roy Ebron,1974,1974,C,6-9,220,"August 31, 1951",University of Louisiana at Lafayette,81729
1038,Charles Edge,1974,1975,F,6-6,210,"February 23, 1950",LeMoyne-Owen College,81533
1040,Keith Edmonson,1983,1984,G,6-5,195,"September 28, 1960",Purdue University,76638
1041,Tyus Edney,1996,2001,G,5-10,152,"February 14, 1973","University of California, Los Angeles",721
1042,Bill Edwards,1994,1994,F,6-8,215,"September 22, 1971",Wright State University,79699
1043,Blue Edwards,1990,1999,G-F,6-4,200,"October 31, 1965",East Carolina University,898
1044,Corsley Edwards,2005,2005,F,6-9,275,"March 5, 1979",Central Connecticut State University,2451
1045,Doug Edwards,1994,1996,F,6-7,220,"January 21, 1971",Florida State University,346
1046,Franklin Edwards,1982,1988,G,6-1,170,"February 2, 1959",Cleveland State University,76641
1047,James Edwards,1978,1996,C-F,7-0,225,"November 22, 1955",University of Washington,229
1048,Jay Edwards,1990,1990,G,6-4,185,"January 3, 1969",Indiana University,76643
1050,Kevin Edwards,1989,2001,G,6-3,190,"October 30, 1965",DePaul University,236
1052,Johnny Egan,1962,1972,G,5-11,180,"January 31, 1939",Providence College,76647
1055,Craig Ehlo,1984,1997,G-F,6-6,180,"August 11, 1961",Washington State University,378
1057,Howard Eisley,1995,2006,G,6-2,177,"December 4, 1972",Boston College,458
1058,Obinna Ekezie,2000,2005,F-C,6-9,270,"August 22, 1975",University of Maryland,1918
1059,Khalid El-Amin,2001,2001,G,5-10,200,"April 25, 1979",University of Connecticut,2064
1061,Mario Elie,1991,2001,G-F,6-5,210,"November 26, 1963",American International College,53
1063,Henry Ellenson,2017,2018,F,6-11,245,"January 13, 1997",Marquette University,1627740
1064,Wayne Ellington,2010,2018,G,6-4,200,"October 29, 1987",University of North Carolina,201961
1065,Bob Elliott,1979,1981,C-F,6-9,225,"August 18, 1955",University of Arizona,76656
1066,Sean Elliott,1990,2001,F,6-8,205,"February 2, 1968",University of Arizona,251
1067,Bo Ellis,1978,1980,F,6-9,197,"August 8, 1954",Marquette University,76664
1069,Dale Ellis,1984,2000,G-F,6-7,205,"August 6, 1960",University of Tennessee,107
1071,Joe Ellis,1967,1974,F-G,6-6,175,"May 3, 1944",University of San Francisco,76661
1072,LaPhonso Ellis,1993,2003,F,6-8,240,"May 5, 1970",University of Notre Dame,111
1073,LeRon Ellis,1992,1996,F-C,6-9,225,"April 28, 1969",Syracuse University,1034
1074,Leroy Ellis,1963,1976,C-F,6-10,210,"March 10, 1940",St. John's University,76663
1075,Pervis Ellison,1990,2001,F-C,6-9,210,"April 3, 1967",University of Louisville,442
1076,Len Elmore,1975,1984,C-F,6-9,220,"March 28, 1952",University of Maryland,600010
1077,Francisco Elson,2004,2012,C,7-0,235,"February 28, 1976",University of California,1922
1078,Darrell Elston,1975,1977,G,6-4,190,"August 15, 1952",University of North Carolina,76667
1079,Melvin Ely,2003,2014,C,6-10,260,"May 2, 1978","California State University, Fresno",2408
1080,Joel Embiid,2017,2018,C-F,7-0,250,"March 16, 1994",University of Kansas,203954
1081,Wayne Embry,1959,1969,C-F,6-8,240,"March 26, 1937",Miami University,76668
1082,Andre Emmett,2005,2012,F,6-5,230,"August 27, 1982",Texas Tech University,2765
1084,Chris Engler,1983,1988,C,6-11,245,"March 1, 1959",University of Wyoming,76670
1086,A.J. English,1991,1992,G,6-3,175,"July 11, 1967",Virginia Union University,76672
1087,Alex English,1977,1991,F,6-7,190,"January 5, 1954",University of South Carolina,76673
1088,Claude English,1971,1971,F,6-4,185,"December 26, 1946",University of Rhode Island,76674
1090,Kim English,2013,2013,G,6-6,200,"September 24, 1988",University of Missouri,203119
1091,Scott English,1973,1975,F,6-6,205,"October 20, 1950",University of Texas at El Paso,76675
1094,Tyler Ennis,2015,2018,G,6-3,194,"August 24, 1994",Syracuse University,203898
1095,Ray Epps,1979,1979,F,6-6,195,"August 20, 1956",Norfolk State University,76678
1096,Bo Erias,1958,1958,F,6-3,220,"July 30, 1932",Niagara University,76679
1097,Keith Erickson,1966,1977,F-G,6-5,195,"April 19, 1944","University of California, Los Angeles",76680
1098,Julius Erving,1972,1987,F-G,6-7,210,"February 22, 1950",University of Massachusetts Amherst,76681
1099,Evan Eschmeyer,2000,2003,C,6-11,255,"May 30, 1975",Northwestern University,1915
1101,Billy Evans,1970,1970,G,6-0,170,"March 3, 1947",Boston College,80903
1102,Bob Evans,1950,1950,G,6-2,175,"May 31, 1925",Butler University,76687
1103,Brian Evans,1997,1999,F,6-8,220,"September 13, 1973",Indiana University,967
1104,Earl Evans,1980,1980,F,6-8,202,"November 11, 1955","University of Nevada, Las Vegas",76685
1105,Jawun Evans,2018,2018,G,6-0,185,"July 26, 1996",Oklahoma State University,1628393
1106,Jeremy Evans,2011,2016,F,6-9,200,"October 24, 1987",Western Kentucky University,202379
1108,Mike Evans,1980,1988,G,6-1,170,"April 19, 1955",Kansas State University,76686
1110,Tyreke Evans,2010,2018,G-F,6-6,220,"September 19, 1989",University of Memphis,201936
1111,Daniel Ewing,2006,2007,G,6-3,185,"March 26, 1983",Duke University,101137
1112,Patrick Ewing,1986,2002,C-F,7-0,240,"August 5, 1962",Georgetown University,121
1113,Patrick Ewing,2011,2011,F,6-8,235,"May 20, 1984",Georgetown University,201607
1114,Festus Ezeli,2013,2016,C,6-11,255,"October 21, 1989",Vanderbilt University,203105
1115,Johnny Ezersky,1948,1950,F-G,6-3,175,"March 21, 1922",University of Rhode Island,76689
1117,John Fairchild,1966,1970,F,6-8,205,"April 28, 1943",Brigham Young University,76691
1119,Kenneth Faried,2012,2018,F,6-8,228,"November 19, 1989",Morehead State University,202702
1120,Dick Farley,1955,1959,G-F,6-4,190,"April 13, 1932",Indiana University,76693
1121,Jordan Farmar,2007,2017,G,6-2,180,"November 30, 1986","University of California, Los Angeles",200770
1123,Jim Farmer,1988,1994,G,6-4,190,"September 23, 1964",University of Alabama,76695
1124,Mike Farmer,1959,1966,F,6-7,210,"September 26, 1936",University of San Francisco,76694
1127,Derrick Favors,2011,2018,F-C,6-10,265,"July 15, 1991",Georgia Institute of Technology,202324
1128,Nick Fazekas,2008,2008,F,6-11,235,"June 17, 1985","University of Nevada, Reno",201174
1129,Dave Fedor,1963,1963,F,6-6,190,"December 10, 1940",Florida State University,76697
1131,Butch Feher,1977,1977,G,6-4,185,"May 19, 1954",Vanderbilt University,76699
1132,Jamie Feick,1997,2001,C,6-9,255,"July 3, 1974",Michigan State University,994
1133,Ron Feiereisel,1956,1956,G,6-3,185,"August 6, 1931",DePaul University,76701
1135,Dave Feitl,1987,1992,C,6-11,235,"June 8, 1962",University of Texas at El Paso,76703
1136,Kay Felder,2017,2018,G,5-9,176,"March 29, 1995",Oakland University,1627770
1137,Carrick Felix,2014,2014,G,6-6,201,"August 17, 1990",Arizona State University,203467
1139,Ray Felix,1954,1962,C,6-11,220,"December 10, 1930",Long Island University,76704
1140,Raymond Felton,2006,2018,G,6-1,205,"June 26, 1984",University of North Carolina,101109
1141,Jake Fendley,1952,1953,G,6-0,180,"June 12, 1929",Northwestern University,76705
1144,Eric Fernsten,1976,1984,C-F,6-10,205,"November 1, 1953",University of San Francisco,76707
1145,Al Ferrari,1956,1963,G-F,6-4,190,"July 6, 1933",Michigan State University,76708
1146,Rolando Ferreira,1989,1989,C,7-1,240,"May 24, 1964",University of Houston,76709
1149,Arnie Ferrin,1949,1951,F-G,6-2,180,"July 29, 1925",University of Utah,76711
1150,Bob Ferry,1960,1969,C-F,6-8,230,"May 31, 1937",Saint Louis University,76712
1151,Danny Ferry,1991,2003,F,6-10,230,"October 17, 1966",Duke University,198
1152,Bobby Fields,1972,1972,G,6-3,175,"October 20, 1949",La Salle University,81421
1153,Kenny Fields,1985,1988,F-G,6-5,220,"February 9, 1962","University of California, Los Angeles",76713
1154,Landry Fields,2011,2015,F,6-7,210,"June 27, 1988",Stanford University,202361
1155,Ron Filipek,1968,1968,F,6-5,205,"February 5, 1944",Tennessee Technological University,76714
1156,Greg Fillmore,1971,1972,C,7-1,240,"March 7, 1947",Cheyney University of Pennsylvania,76715
1157,Larry Finch,1974,1975,G,6-2,185,"February 16, 1951",University of Memphis,81608
1158,Hank Finkel,1967,1975,C,7-0,240,"April 20, 1942",University of Dayton,76716
1159,Michael Finley,1996,2010,G-F,6-7,215,"March 6, 1973",University of Wisconsin,714
1162,Matt Fish,1995,1997,C,6-11,235,"November 18, 1969",University of North Carolina at Wilmington,900
1163,Derek Fisher,1997,2014,G,6-1,200,"August 9, 1974",University of Arkansas at Little Rock,965
1164,Richard Fisher,1972,1972,F,6-5,215,"October 27, 1948",Colorado State University,81422
1168,Marcus Fizer,2001,2006,F,6-9,262,"August 10, 1978",Iowa State University,2033
1170,Al Fleming,1978,1978,F,6-7,215,"April 5, 1954",University of Arizona,76722
1171,Ed Fleming,1956,1960,G-F,6-3,189,"July 25, 1933",Niagara University,76723
1172,Vern Fleming,1985,1996,G,6-5,185,"February 4, 1962",University of Georgia,313
1173,Luis Flores,2005,2005,G,6-2,200,"April 11, 1981",Manhattan College,2784
1174,Bruce Flowers,1983,1983,F,6-8,225,"June 13, 1957",University of Notre Dame,76725
1175,Sleepy Floyd,1983,1995,G,6-3,170,"March 6, 1960",Georgetown University,76726
1176,Jonny Flynn,2010,2012,G,6-0,185,"February 6, 1989",Syracuse University,201938
1177,Mike Flynn,1976,1978,G,6-2,180,"July 31, 1953",University of Kentucky,76727
1178,Larry Fogle,1976,1976,G,6-5,205,"March 19, 1953",Canisius College,76728
1179,Jack Foley,1963,1963,F,6-3,170,"April 19, 1939",College of the Holy Cross,76729
1181,Levi Fontaine,1971,1971,G,6-4,190,"November 1, 1948",University of Maryland Eastern Shore,76731
1185,Alphonso Ford,1994,1995,G,6-1,190,"October 31, 1971",Mississippi Valley State University,76732
1186,Alton Ford,2002,2004,F,6-9,275,"May 29, 1981",University of Houston,2228
1187,Bob Ford,1973,1973,F,6-7,228,"January 26, 1950",Purdue University,81440
1188,Chris Ford,1973,1982,G-F,6-5,190,"January 11, 1949",Villanova University,76733
1189,Don Ford,1976,1982,F,6-9,215,"December 31, 1952","University of California, Santa Barbara",76734
1190,Jake Ford,1971,1972,G,6-3,180,"April 29, 1946",University of Maryland Eastern Shore,76735
1191,Phil Ford,1979,1985,G,6-2,175,"February 9, 1956",University of North Carolina,76736
1193,Sherell Ford,1996,1996,F,6-7,210,"August 26, 1972",University of Illinois at Chicago,726
1194,T.J. Ford,2004,2012,G,6-0,165,"March 24, 1983",University of Texas at Austin,2551
1196,Bayard Forrest,1978,1979,C,6-10,235,"July 8, 1954",Grand Canyon University,76739
1197,Joseph Forte,2002,2003,G,6-4,194,"March 23, 1981",University of North Carolina,2218
1199,Danny Fortson,1998,2007,F,6-7,260,"March 27, 1976",University of Cincinnati,1504
1200,Fred Foster,1969,1977,F,6-5,210,"March 18, 1946",Miami University,76740
1201,Greg Foster,1991,2003,F-C,6-11,240,"October 3, 1968",University of Texas at El Paso,323
1202,Jeff Foster,2000,2012,F-C,6-11,236,"January 16, 1977",Texas State University,1902
1204,Rod Foster,1984,1986,G,6-1,160,"October 10, 1960","University of California, Los Angeles",76742
1205,Larry Foust,1951,1962,C-F,6-9,215,"June 24, 1928",La Salle University,76744
1208,Tremaine Fowlkes,2002,2005,F,6-8,220,"April 11, 1976","California State University, Fresno",1762
1209,De'Aaron Fox,2018,2018,G,6-3,170,"December 20, 1997",University of Kentucky,1628368
1210,Harold Fox,1973,1973,G,6-2,175,"August 29, 1949",Jacksonville University,76746
1211,Jim Fox,1968,1977,C-F,6-10,230,"April 7, 1943",University of South Carolina,76747
1212,Rick Fox,1992,2004,F-G,6-7,230,"July 24, 1969",University of North Carolina,296
1213,Randy Foye,2007,2017,G,6-4,213,"September 24, 1983",Villanova University,200751
1214,Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate University,1502
1216,Steve Francis,2000,2008,G,6-3,195,"February 21, 1977",University of Maryland,1883
1217,Tellis Frank,1988,1994,F-C,6-10,225,"April 26, 1965",Western Kentucky University,76748
1219,Jamaal Franklin,2014,2015,G,6-5,191,"July 21, 1991",San Diego State University,203479
1220,William Franklin,1973,1976,F,6-7,220,"October 19, 1949",Purdue University,81448
1221,Ronald Franz,1968,1973,F,6-7,205,"October 20, 1945",University of Kansas,80649
1223,Walt Frazier,1968,1980,G,6-4,200,"March 29, 1945",Southern Illinois University,76750
1224,Will Frazier,1966,1969,C-F,6-7,210,"August 24, 1942",Grambling State University,76751
1225,Anthony Frederick,1989,1992,F,6-7,205,"December 7, 1964",Pepperdine University,76752
1226,Jimmer Fredette,2012,2016,G,6-2,195,"February 25, 1989",Brigham Young University,202690
1228,Donnie Freeman,1968,1976,G,6-3,185,"July 18, 1944",University of Illinois at Urbana-Champaign,76754
1229,Gary Freeman,1971,1971,F,6-9,210,"July 25, 1948",Oregon State University,76755
1230,Rod Freeman,1974,1974,F,6-7,225,"November 5, 1950",Vanderbilt University,76756
1231,Matt Freije,2005,2007,F,6-10,240,"October 2, 1981",Vanderbilt University,2782
1233,Larry Friend,1958,1958,G-F,6-4,185,"April 14, 1935",University of California,76758
1234,Pat Frink,1969,1969,G,6-4,195,"February 18, 1945",University of Colorado,76759
1235,Jim Fritsche,1954,1955,F-C,6-8,210,"December 10, 1931",Hamline University,76760
1236,Channing Frye,2006,2018,C-F,6-11,255,"May 17, 1983",University of Arizona,101112
1237,Bernie Fryer,1974,1975,G,6-3,185,"December 25, 1949",Brigham Young University,76761
1240,Carl Fuller,1971,1972,C,6-9,225,"January 10, 1946",Bethune-Cookman College,80693
1242,Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",North Carolina State University,957
1243,Tony Fuller,1981,1981,G,6-4,180,"September 4, 1958",Pepperdine University,76765
1244,Markelle Fultz,2018,2018,G,6-4,195,"May 29, 1998",University of Washington,1628365
1245,Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970",Ohio State University,1444
1246,Terry Furlow,1977,1980,G-F,6-4,190,"October 18, 1954",Michigan State University,76767
1248,Dan Gadzuric,2003,2012,C,6-11,240,"February 2, 1978","University of California, Los Angeles",2429
1251,Bill Gaines,1969,1969,G,6-4,185,"March 10, 1946",East Texas State University,80869
1252,Corey Gaines,1989,1995,G,6-3,195,"June 1, 1965",Loyola Marymount University,76770
1254,Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",University of Louisville,2558
1256,Mike Gale,1972,1982,G,6-4,185,"July 18, 1950",Elizabeth City State University,76771
1257,Chad Gallagher,1994,1994,C,6-10,255,"May 30, 1969",Creighton University,76772
1258,Harry Gallatin,1949,1958,F-C,6-6,210,"April 26, 1927",Truman State University,76773
1260,Dave Gambee,1959,1970,F,6-6,215,"April 16, 1937",Oregon State University,76774
1261,Kevin Gamble,1988,1997,F-G,6-5,210,"November 13, 1965",University of Iowa,333
1264,Francisco Garcia,2006,2015,F-G,6-7,195,"December 31, 1981",University of Louisville,101128
1265,Chuck Gardner,1968,1968,F,6-8,205,"September 30, 1944",University of Colorado,80605
1266,Earl Gardner,1949,1949,F,6-3,195,"September 18, 1923",DePauw University,76778
1267,Kenneth Gardner,1976,1976,F,6-5,205,"September 27, 1949",University of Utah,81383
1269,Vern Gardner,1950,1952,F-C,6-5,200,"May 14, 1925",University of Utah,76779
1272,Gary Garland,1980,1980,G,6-4,180,"October 12, 1957",DePaul University,76781
1273,Winston Garland,1988,1995,G,6-2,170,"December 19, 1964",Missouri State University,76782
1274,Dick Garmaker,1956,1961,G-F,6-3,200,"October 29, 1932",University of Minnesota,76783
1275,Bill Garner,1968,1968,C,6-10,220,"June 17, 1940",University of Portland,80294
1277,Bill Garnett,1983,1986,F,6-9,225,"April 22, 1960",University of Wyoming,76785
1279,Calvin Garrett,1981,1984,F,6-7,190,"July 11, 1956",Oral Roberts University,76786
1280,Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana University,1051
1283,Rowland Garrett,1973,1977,F,6-6,210,"July 16, 1950",Florida State University,76789
1284,Tom Garrick,1989,1992,G,6-2,185,"July 7, 1966",University of Rhode Island,76790
1285,John Garris,1984,1984,F,6-8,205,"June 6, 1959",Boston College,76791
1287,Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",University of Notre Dame,1727
1288,Jim Garvin,1974,1974,F,6-7,200,"February 5, 1950",Boston University,76793
1290,Chris Gatling,1992,2002,F-C,6-10,220,"September 3, 1967",Old Dominion University,423
1291,Kenny Gattison,1987,1996,F-C,6-8,225,"May 23, 1964",Old Dominion University,930
1292,Rudy Gay,2007,2018,F,6-8,230,"August 17, 1986",University of Connecticut,200752
1293,Ed Gayda,1951,1951,G-F,6-4,210,"May 11, 1927",Washington State University,76797
1295,Michael Gbinije,2017,2017,G,6-7,200,"June 5, 1992",Syracuse University,1627771
1296,Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",University of Arizona,1002
1298,Matt Geiger,1993,2002,C,7-0,243,"September 10, 1969",Georgia Institute of Technology,761
1299,Devean George,2000,2010,G-F,6-8,220,"August 29, 1977",Augsburg College,1904
1300,Jack George,1954,1961,G,6-2,190,"November 13, 1928",La Salle University,76800
1301,Paul George,2011,2018,F,6-9,220,"May 2, 1990","California State University, Fresno",202331
1302,Tate George,1991,1995,G,6-5,190,"May 29, 1968",University of Connecticut,76801
1304,Gus Gerard,1975,1981,F-G,6-8,200,"July 27, 1953",University of Virginia,76802
1305,Derrick Gervin,1990,1991,F,6-8,200,"March 28, 1963",University of Texas at San Antonio,76803
1306,George Gervin,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan University,76804
1308,John Gianelli,1973,1980,C-F,6-10,220,"June 10, 1950",University of the Pacific,76806
1309,Dick Gibbs,1972,1976,F-G,6-5,210,"December 20, 1948",University of Texas at El Paso,76807
1310,Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",University of Texas at Austin,200789
1311,Dee Gibson,1950,1950,F-G,5-11,175,"August 25, 1923",Western Kentucky University,76808
1314,Mel Gibson,1964,1964,G,6-3,180,"December 30, 1940",Western Carolina University,76809
1315,Mike Gibson,1984,1986,F,6-10,205,"October 27, 1960",University of South Carolina Upstate,76810
1316,Taj Gibson,2010,2018,F,6-9,225,"June 24, 1985",University of Southern California,201959
1317,J.R. Giddens,2009,2010,G,6-5,215,"February 13, 1985",University of New Mexico,201592
1320,Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",University of Illinois at Urbana-Champaign,383
1322,Jack Gillespie,1970,1970,F,6-6,215,"October 1, 1947",Montana State University,80940
1323,Armen Gilliam,1988,2000,F-C,6-9,230,"May 28, 1964","University of Nevada, Las Vegas",288
1324,Herm Gilliam,1970,1977,G-F,6-3,190,"May 5, 1946",Purdue University,76815
1325,Artis Gilmore,1972,1988,C,7-2,240,"September 21, 1949",Jacksonville University,600014
1326,Walt Gilmore,1971,1971,F,6-6,225,"February 27, 1947",Fort Valley State University,76817
1328,Jack Givens,1979,1980,F-G,6-5,205,"September 21, 1956",University of Kentucky,76819
1331,Gerald Glass,1991,1996,G-F,6-5,221,"November 12, 1967",University of Mississippi,76821
1332,Mike Glenn,1978,1987,G,6-2,175,"September 10, 1955",Southern Illinois University,76822
1334,Clarence Glover,1972,1972,F,6-8,210,"November 1, 1947",Western Kentucky University,76825
1335,Dion Glover,2000,2005,G,6-5,228,"October 22, 1978",Georgia Institute of Technology,1901
1336,Mike Gminski,1981,1994,C,6-11,250,"August 3, 1959",Duke University,76826
1338,Tom Gola,1956,1966,G-F,6-6,205,"January 13, 1933",La Salle University,76828
1340,Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",University of Houston,924
1341,Ryan Gomes,2006,2014,F,6-7,250,"September 1, 1982",Providence College,101155
1342,Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955","University of Nevada, Las Vegas",76830
1343,Grant Gondrezick,1987,1989,G,6-5,205,"January 19, 1963",Pepperdine University,76831
1344,Drew Gooden,2003,2016,F,6-10,250,"September 24, 1981",University of Kansas,2400
1345,Gail Goodrich,1966,1979,G,6-1,170,"April 23, 1943","University of California, Los Angeles",76832
1347,Archie Goodwin,2014,2017,G,6-5,200,"August 17, 1994",University of Kentucky,203462
1348,Aaron Gordon,2015,2018,F,6-9,220,"September 16, 1995",University of Arizona,203932
1349,Ben Gordon,2005,2015,G,6-3,200,"April 4, 1983",University of Connecticut,2732
1351,Eric Gordon,2009,2018,G,6-4,215,"December 25, 1988",Indiana University,201569
1352,Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",University of Louisville,76834
1353,Paul Gordon,1950,1950,F,6-3,185,"April 8, 1927",University of Notre Dame,76835
