first_name,full_name,id,last_name
Phil,Phil Chenier,76386,Chenier
Will,Will Cherry,203805,Cherry
Derrick,Derrick Chievous,76387,Chievous
Pete,Pete Chilcutt,432,Chilcutt
Josh,Josh Childress,2735,Childress
Randolph,Randolph Childress,719,Childress
Chris,Chris Childs,164,Childs
Leroy,Leroy Chollet,76391,Chollet
Jim,Jim Chones,76392,Chones
Marquese,Marquese Chriss,1627737,Chriss
Fred,Fred Christ,76393,Christ
Cal,Cal Christensen,76394,Christensen
Bob,Bob Christian,76395,Christian
Doug,Doug Christie,57,Christie
Dionte,Dionte Christmas,202091,Christmas
Rakeem,Rakeem Christmas,1626176,Christmas
Semaj,Semaj Christon,203902,Christon
Patrick,Patrick Christopher,203565,Christopher
Robert,Robert Churchwell,928,Churchwell
Archie,Archie Clark,76397,Clark
Carlos,Carlos Clark,76398,Clark
Earl,Earl Clark,201947,Clark
Ian,Ian Clark,203546,Clark
Keon,Keon Clark,1721,Clark
Coty,Coty Clarke,1626262,Clarke
Jordan,Jordan Clarkson,203903,Clarkson
Gian,Gian Clavell,1628492,Clavell
Victor,Victor Claver,201964,Claver
Charles,Charles Claxton,1127,Claxton
Speedy,Speedy Claxton,2049,Claxton
Jim,Jim Cleamons,76402,Cleamons
Mateen,Mateen Cleaves,2043,Cleaves
John,John Clemens,76403,Clemens
Antonius,Antonius Cleveland,1628499,Cleveland
Nat,Nat Clifton,76404,Clifton
Bill,Bill Closs,76406,Closs
Keith,Keith Closs,1569,Closs
Paul,Paul Cloyd,76407,Cloyd
Marion,Marion Cluggish,76408,Cluggish
Ben,Ben Clyde,76409,Clyde
Richard,Richard Coffey,76410,Coffey
Fred,Fred Cofield,76411,Cofield
John,John Coker,715,Coker
Norris,Norris Cole,202708,Cole
Ben,Ben Coleman,76412,Coleman
Derrick,Derrick Coleman,934,Coleman
E.C.,E.C. Coleman,76413,Coleman
Jack,Jack Coleman,76414,Coleman
Norris,Norris Coleman,76415,Coleman
Bimbo,Bimbo Coles,902,Coles
Jason,Jason Collier,2044,Collier
Art,Art Collins,76416,Collins
Don,Don Collins,76418,Collins
Doug,Doug Collins,76421,Collins
James,James Collins,1530,Collins
Jarron,Jarron Collins,2260,Collins
Jason,Jason Collins,2215,Collins
Jimmy,Jimmy Collins,76419,Collins
John,John Collins,1628381,Collins
Mardy,Mardy Collins,200776,Collins
Sherron,Sherron Collins,202395,Collins
Zach,Zach Collins,1628380,Collins
Kyle,Kyle Collinsworth,1627858,Collinsworth
Darren,Darren Collison,201954,Collison
Nick,Nick Collison,2555,Collison
Joe,Joe Colone,76422,Colone
Sean,Sean Colson,2173,Colson
Steve,Steve Colter,306,Colter
Leroy,Leroy Combs,76425,Combs
Dallas,Dallas Comegys,76426,Comegys
Larry,Larry Comley,76427,Comley
Gene,Gene Conley,76428,Conley
Mike,Mike Conley,201144,Conley
Ed,Ed Conlin,76429,Conlin
Marty,Marty Conlon,55,Conlon
Pat,Pat Connaughton,1626192,Connaughton
Lester,Lester Conner,76431,Conner
Chuck,Chuck Connors,76432,Connors
Will,Will Conroy,101215,Conroy
Anthony,Anthony Cook,76433,Cook
Bert,Bert Cook,76434,Cook
Bobby,Bobby Cook,76438,Cook
Brian,Brian Cook,2567,Cook
Daequan,Daequan Cook,201161,Cook
Darwin,Darwin Cook,76435,Cook
Jeff,Jeff Cook,76436,Cook
Norm,Norm Cook,76437,Cook
Omar,Omar Cook,2241,Cook
Quinn,Quinn Cook,1626188,Cook
Charles,Charles Cooke,1628429,Cooke
David,David Cooke,76439,Cooke
Joe,Joe Cooke,76440,Cooke
Jack,Jack Cooley,204022,Cooley
Chuck,Chuck Cooper,76442,Cooper
Duane,Duane Cooper,1030,Cooper
Joe,Joe Cooper,76443,Cooper
Michael,Michael Cooper,76444,Cooper
Wayne,Wayne Cooper,76441,Cooper
Tom,Tom Copa,76446,Copa
Chris,Chris Copeland,203142,Copeland
Hollis,Hollis Copeland,76447,Copeland
Lanard,Lanard Copeland,76448,Copeland
Tyrone,Tyrone Corbin,895,Corbin
Chris,Chris Corchiani,76450,Corchiani
Ken,Ken Corley,76451,Corley
Ray,Ray Corley,76452,Corley
Dave,Dave Corzine,76453,Corzine
Larry,Larry Costello,76454,Costello
Matt,Matt Costello,1627856,Costello
Bryce,Bryce Cotton,203955,Cotton
Jack,Jack Cotton,76456,Cotton
James,James Cotton,1526,Cotton
John,John Coughran,76457,Coughran
Mel,Mel Counts,76458,Counts
Steve,Steve Courtin,76459,Courtin
Joe,Joe Courtney,1432,Courtney
Marcus,Marcus Cousin,202408,Cousin
DeMarcus,DeMarcus Cousins,202326,Cousins
Bob,Bob Cousy,600003,Cousy
Robert,Robert Covington,203496,Covington
Dave,Dave Cowens,76462,Cowens
John,John Cox,76463,Cox
Johnny,Johnny Cox,76464,Cox
Wesley,Wesley Cox,76465,Cox
Allen,Allen Crabbe,203459,Crabbe
Torrey,Torrey Craig,1628470,Craig
Chris,Chris Crawford,1544,Crawford
Freddie,Freddie Crawford,76466,Crawford
Jamal,Jamal Crawford,2037,Crawford
Joe,Joe Crawford,201621,Crawford
Jordan,Jordan Crawford,202348,Crawford
Markel,Markel Crawford,1629156,Crawford
Jim,Jim Creighton,76468,Creighton
Ron,Ron Crevier,76469,Crevier
Hal,Hal Crisler,76470,Crisler
Joe,Joe Crispin,2343,Crispin
Charlie,Charlie Criss,76471,Criss
Winston,Winston Crite,76472,Crite
Javaris,Javaris Crittenton,201159,Crittenton
Dillard,Dillard Crocker,76473,Crocker
Jeffrey,Jeffrey Crompton,76474,Crompton
Terry,Terry Crosby,76475,Crosby
Austin,Austin Croshere,1506,Croshere
Jeff,Jeff Cross,76476,Cross
Pete,Pete Cross,76477,Cross
Russell,Russell Cross,76478,Cross
Francis,Francis Crossin,76479,Crossin
John,John Crotty,180,Crotty
Mark,Mark Crow,76481,Crow
Corey,Corey Crowder,76482,Crowder
Jae,Jae Crowder,203109,Crowder
Pat,Pat Cummings,76483,Cummings
Terry,Terry Cummings,187,Cummings
Vonteego,Vonteego Cummings,1907,Cummings
Billy,Billy Cunningham,76487,Cunningham
Dante,Dante Cunningham,201967,Cunningham
Dick,Dick Cunningham,76485,Cunningham
Jared,Jared Cunningham,203099,Cunningham
William,William Cunningham,1061,Cunningham
Radisav,Radisav Curcic,76488,Curcic
Armand,Armand Cure,76489,Cure
Earl,Earl Cureton,940,Cureton
Bill,Bill Curley,223,Curley
Fran,Fran Curran,76492,Curran
Dell,Dell Curry,209,Curry
Eddy,Eddy Curry,2201,Curry
JamesOn,JamesOn Curry,201191,Curry
Michael,Michael Curry,688,Curry
Seth,Seth Curry,203552,Curry
Stephen,Stephen Curry,201939,Curry
Rastko,Rastko Cvetkovic,687,Cvetkovic
Mike,Mike D'Antoni,76505,D'Antoni
Ed,Ed Dahler,76496,Dahler
Quintin,Quintin Dailey,76497,Dailey
Samuel,Samuel Dalembert,2223,Dalembert
Howie,Howie Dallmar,76498,Dallmar
Erick,Erick Dampier,956,Dampier
Lou,Lou Dampier,76499,Dampier
Bob,Bob Dandridge,76500,Dandridge
Antonio,Antonio Daniels,1498,Daniels
Erik,Erik Daniels,2845,Daniels
Lloyd,Lloyd Daniels,1380,Daniels
Marquis,Marquis Daniels,2605,Daniels
Mel,Mel Daniels,76502,Daniels
Troy,Troy Daniels,203584,Daniels
Sasha,Sasha Danilovic,390,Danilovic
Adrian,Adrian Dantley,76504,Dantley
Henry,Henry Darcey,76506,Darcey
Jimmy,Jimmy Darden,76507,Darden
Yinka,Yinka Dare,212,Dare
Jesse,Jesse Dark,76509,Dark
Jimmy,Jimmy Darrow,76511,Darrow
Gigi,Gigi Datome,203540,Datome
Brad,Brad Daugherty,921,Daugherty
Kornel,Kornel David,1600,David
Jermareo,Jermareo Davidson,201176,Davidson
Bob,Bob Davies,76514,Davies
Brandon,Brandon Davies,203561,Davies
Anthony,Anthony Davis,203076,Davis
Antonio,Antonio Davis,213,Davis
Aubrey,Aubrey Davis,76515,Davis
Baron,Baron Davis,1884,Davis
Ben,Ben Davis,989,Davis
Bill,Bill Davis,76538,Davis
Bob,Bob Davis,76533,Davis
Brad,Brad Davis,76516,Davis
Brian,Brian Davis,76517,Davis
Charlie,Charlie Davis,76518,Davis
Charlie,Charlie Davis,76519,Davis
Dale,Dale Davis,905,Davis
Deyonta,Deyonta Davis,1627738,Davis
Double D,Double D Davis,76521,Davis
Ed,Ed Davis,202334,Davis
Edward,Edward Davis,76522,Davis
Emanual,Emanual Davis,1023,Davis
Glen,Glen Davis,201175,Davis
Harry,Harry Davis,76523,Davis
Hubert,Hubert Davis,93,Davis
James,James Davis,76524,Davis
Jim,Jim Davis,76525,Davis
Johnny,Johnny Davis,76526,Davis
Josh,Josh Davis,2668,Davis
Mark,Mark Davis,707,Davis
Mark,Mark Davis,76528,Davis
Mel,Mel Davis,76529,Davis
Michael,Michael Davis,76530,Davis
Mike,Mike Davis,76531,Davis
Monti,Monti Davis,76520,Davis
Paul,Paul Davis,200781,Davis
Ralph,Ralph Davis,76532,Davis
Ricky,Ricky Davis,1729,Davis
Ron,Ron Davis,76534,Davis
Terry,Terry Davis,426,Davis
Walt,Walt Davis,76536,Davis
Walter,Walter Davis,1453,Davis
Andre,Andre Dawkins,203958,Dawkins
Darryl,Darryl Dawkins,76539,Dawkins
Johnny,Johnny Dawkins,1008,Dawkins
Paul,Paul Dawkins,76541,Dawkins
Branden,Branden Dawson,1626183,Dawson
Eric,Eric Dawson,201286,Dawson
Tony,Tony Dawson,76542,Dawson
Todd,Todd Day,103,Day
Austin,Austin Daye,201948,Daye
Darren,Darren Daye,76543,Daye
Nando,Nando De Colo,201986,De Colo
Dave,Dave DeBusschere,76545,DeBusschere
Andrew,Andrew DeClercq,692,DeClercq
Nate,Nate DeLong,76551,DeLong
DeMar,DeMar DeRozan,201942,DeRozan
Hank,Hank DeZonie,76562,DeZonie
Greg,Greg Deane,76544,Deane
Dewayne,Dewayne Dedmon,203473,Dedmon
Archie,Archie Dees,76546,Dees
Terry,Terry Dehere,143,Dehere
Red,Red Dehnert,76548,Dehnert
Bryce,Bryce Dejean-Jones,1626214,Dejean-Jones
Sam,Sam Dekker,1626155,Dekker
Vinny,Vinny Del Negro,219,Del Negro
Malcolm,Malcolm Delaney,1627098,Delaney
Bison,Bison Dele,183,Dele
Carlos,Carlos Delfino,2568,Delfino
Angel,Angel Delgado,1629116,Delgado
Tony,Tony Delk,960,Delk
Matthew,Matthew Dellavedova,203521,Dellavedova
Fennis,Fennis Dembo,76552,Dembo
Larry,Larry Demic,76553,Demic
Dell,Dell Demps,725,Demps
George,George Dempsey,76555,Dempsey
Luol,Luol Deng,2736,Deng
Kenny,Kenny Dennard,76556,Dennard
Blaine,Blaine Denning,76557,Denning
Justin,Justin Dentmon,202458,Dentmon
Randy,Randy Denton,76558,Denton
Rod,Rod Derline,76559,Derline
Dave,Dave Deutsch,76560,Deutsch
Walter,Walter Devlin,76561,Devlin
Ernie,Ernie DiGregorio,76568,DiGregorio
Donte,Donte DiVincenzo,1628978,DiVincenzo
Derrick,Derrick Dial,1760,Dial
Cheick,Cheick Diallo,1627767,Diallo
Hamidou,Hamidou Diallo,1628977,Diallo
Boris,Boris Diaw,2564,Diaw
Yakhouba,Yakhouba Diawara,200821,Diawara
Guillermo,Guillermo Diaz,200799,Diaz
Dan,Dan Dickau,2424,Dickau
Kaniel,Kaniel Dickens,2079,Dickens
Henry,Henry Dickerson,76563,Dickerson
Michael,Michael Dickerson,1722,Dickerson
Derrek,Derrek Dickey,76564,Dickey
Dick,Dick Dickey,76565,Dickey
Travis,Travis Diener,101143,Diener
Gorgui,Gorgui Dieng,203476,Dieng
Connie,Connie Dierking,76566,Dierking
Coby,Coby Dietrick,76567,Dietrick
Mickey,Mickey Dillard,76569,Dillard
Bob,Bob Dille,76570,Dille
John,John Dillon,76571,Dillon
Yanyuhang,Yanyuhang Ding,1629142,Ding
Byron,Byron Dinkins,76574,Dinkins
Jackie,Jackie Dinkins,76575,Dinkins
Bill,Bill Dinwiddie,76576,Dinwiddie
Spencer,Spencer Dinwiddie,203915,Dinwiddie
Ike,Ike Diogu,101113,Diogu
DeSagana,DeSagana Diop,2205,Diop
Terry,Terry Dischinger,76577,Dischinger
Fred,Fred Diute,76578,Diute
Vlade,Vlade Divac,124,Divac
Juan,Juan Dixon,2413,Dixon
Aleksandar,Aleksandar Djordjevic,1059,Djordjevic
Earl,Earl Dodd,76580,Dodd
Michael,Michael Doleac,1720,Doleac
Joe,Joe Dolhon,76581,Dolhon
Bob,Bob Doll,76582,Doll
James,James Donaldson,76583,Donaldson
Luka,Luka Doncic,1629029,Doncic
Bob,Bob Donham,76584,Donham
Billy,Billy Donovan,76586,Donovan
Harry,Harry Donovan,76585,Donovan
Keyon,Keyon Dooling,2039,Dooling
Jacky,Jacky Dorsey,76587,Dorsey
Joey,Joey Dorsey,201595,Dorsey
Tyler,Tyler Dorsey,1628416,Dorsey
Damyean,Damyean Dotson,1628422,Dotson
Quincy,Quincy Douby,200763,Douby
Bruce,Bruce Douglas,76588,Douglas
John,John Douglas,76589,Douglas
Leon,Leon Douglas,76590,Douglas
Sherman,Sherman Douglas,428,Douglas
Toney,Toney Douglas,201962,Douglas
Chris,Chris Douglas-Roberts,201604,Douglas-Roberts
Lloyd,Lloyd Dove,76592,Dove
Zabian,Zabian Dowdell,202220,Dowdell
Bill,Bill Downey,76593,Downey
Steve,Steve Downing,76594,Downing
Danny,Danny Doyle,76595,Doyle
Milton,Milton Doyle,1628495,Doyle
PJ,PJ Dozier,1628408,Dozier
Terry,Terry Dozier,76596,Dozier
Goran,Goran Dragic,201609,Dragic
Zoran,Zoran Dragic,204054,Dragic
Greg,Greg Dreiling,1068,Dreiling
Bryce,Bryce Drew,1724,Drew
John,John Drew,76598,Drew
Larry,Larry Drew,76599,Drew
Larry,Larry Drew II,203580,Drew II
Clyde,Clyde Drexler,17,Drexler
Nate,Nate Driggers,1041,Driggers
Terry,Terry Driscoll,76603,Driscoll
Predrag,Predrag Drobnjak,1542,Drobnjak
Ralph,Ralph Drollinger,76604,Drollinger
Andre,Andre Drummond,203083,Drummond
Dennis,Dennis DuVal,76623,DuVal
Dick,Dick Duckett,76605,Duckett
Kevin,Kevin Duckworth,404,Duckworth
Charles,Charles Dudley,76607,Dudley
Chris,Chris Dudley,201,Dudley
Jared,Jared Dudley,201162,Dudley
Terry,Terry Duerod,76608,Duerod
Bob,Bob Duffy,76609,Duffy
Bob,Bob Duffy,76610,Duffy
Chris,Chris Duhon,2768,Duhon
Duje,Duje Dukan,1626251,Dukan
Walter,Walter Dukes,76611,Dukes
Joe,Joe Dumars,247,Dumars
Richard,Richard Dumas,30,Dumas
Tony,Tony Dumas,434,Dumas
Andy,Andy Duncan,76615,Duncan
Tim,Tim Duncan,1495,Duncan
Mike,Mike Dunleavy,2399,Dunleavy
Mike,Mike Dunleavy,76616,Dunleavy
Kris,Kris Dunn,1627739,Dunn
Pat,Pat Dunn,76617,Dunn
T.R.,T.R. Dunn,76618,Dunn
Ronald,Ronald Dupree,2648,Dupree
Kevin,Kevin Durant,201142,Durant
John,John Duren,76619,Duren
Pat,Pat Durham,1090,Durham
Devin,Devin Durrant,76621,Durrant
Ken,Ken Durrett,76622,Durrett
Jack,Jack Dwan,76624,Dwan
Craig,Craig Dykema,76625,Dykema
Gene,Gene Dyker,76626,Dyker
Jerome,Jerome Dyson,202406,Dyson
Ledell,Ledell Eackles,289,Eackles
Jim,Jim Eakins,76628,Eakins
Acie,Acie Earl,768,Earl
Ed,Ed Earle,76630,Earle
Cleanthony,Cleanthony Early,203921,Early
Mark,Mark Eaton,76631,Eaton
Jerry,Jerry Eaves,76632,Eaves
Devin,Devin Ebanks,202365,Ebanks
Bill,Bill Ebben,76633,Ebben
Al,Al Eberhard,76634,Eberhard
Ndudi,Ndudi Ebi,2569,Ebi
Jarell,Jarell Eddie,204067,Eddie
Patrick,Patrick Eddie,76635,Eddie
Thomas,Thomas Eddleman,76636,Eddleman
Kent,Kent Edelin,76637,Edelin
Keith,Keith Edmonson,76638,Edmonson
Tyus,Tyus Edney,721,Edney
Bill,Bill Edwards,76646,Edwards
Blue,Blue Edwards,898,Edwards
Corsley,Corsley Edwards,2451,Edwards
Doug,Doug Edwards,346,Edwards
Franklin,Franklin Edwards,76641,Edwards
James,James Edwards,229,Edwards
Jay,Jay Edwards,76643,Edwards
John,John Edwards,2823,Edwards
Kevin,Kevin Edwards,236,Edwards
Shane,Shane Edwards,202197,Edwards
Vincent,Vincent Edwards,1629053,Edwards
Johnny,Johnny Egan,76647,Egan
Lonnie,Lonnie Eggleston,76648,Eggleston
Eddie,Eddie Ehlers,76649,Ehlers
Craig,Craig Ehlo,378,Ehlo
Dick,Dick Eichhorst,76651,Eichhorst
Howard,Howard Eisley,458,Eisley
Obinna,Obinna Ekezie,1918,Ekezie
Khalid,Khalid El-Amin,2064,El-Amin
Don,Don Eliason,76653,Eliason
Mario,Mario Elie,53,Elie
Ray,Ray Ellefson,76655,Ellefson
Henry,Henry Ellenson,1627740,Ellenson
Wayne,Wayne Ellington,201961,Ellington
Bob,Bob Elliott,76656,Elliott
Sean,Sean Elliott,251,Elliott
Alexander,Alexander Ellis,76658,Ellis
Bo,Bo Ellis,76664,Ellis
Dale,Dale Ellis,107,Ellis
Harold,Harold Ellis,1677,Ellis
Joe,Joe Ellis,76661,Ellis
LaPhonso,LaPhonso Ellis,111,Ellis
LeRon,LeRon Ellis,1034,Ellis
Leroy,Leroy Ellis,76663,Ellis
Monta,Monta Ellis,101145,Ellis
Pervis,Pervis Ellison,442,Ellison
Len,Len Elmore,600010,Elmore
Francisco,Francisco Elson,1922,Elson
Darrell,Darrell Elston,76667,Elston
Melvin,Melvin Ely,2408,Ely
Joel,Joel Embiid,203954,Embiid
Wayne,Wayne Embry,76668,Embry
Andre,Andre Emmett,2765,Emmett
Ned,Ned Endress,76669,Endress
Chris,Chris Engler,76670,Engler
Wayne,Wayne Englestad,76671,Englestad
A.J.,A.J. English,76672,English
Alex,Alex English,76673,English
Claude,Claude English,76674,English
Jojo,Jojo English,76676,English
Kim,Kim English,203119,English
Scott,Scott English,76675,English
Gene,Gene Englund,76677,Englund
Tyler,Tyler Ennis,203898,Ennis
James,James Ennis III,203516,Ennis III
Ray,Ray Epps,76678,Epps
Semih,Semih Erden,201623,Erden
Bo,Bo Erias,76679,Erias
Keith,Keith Erickson,76680,Erickson
Julius,Julius Erving,76681,Erving
Evan,Evan Eschmeyer,1915,Eschmeyer
Jack,Jack Eskridge,76682,Eskridge
Vincenzo,Vincenzo Esposito,76683,Esposito
Bob,Bob Evans,76687,Evans
Brian,Brian Evans,967,Evans
Earl,Earl Evans,76685,Evans
Jacob,Jacob Evans,1628980,Evans
Jawun,Jawun Evans,1628393,Evans
Jeremy,Jeremy Evans,202379,Evans
Maurice,Maurice Evans,2230,Evans
Mike,Mike Evans,76686,Evans
Reggie,Reggie Evans,2501,Evans
Tyreke,Tyreke Evans,201936,Evans
Daniel,Daniel Ewing,101137,Ewing
Patrick,Patrick Ewing,121,Ewing
Patrick,Patrick Ewing,201607,Ewing
Dante,Dante Exum,203957,Exum
Christian,Christian Eyenga,201963,Eyenga
Festus,Festus Ezeli,203105,Ezeli
Johnny,Johnny Ezersky,76689,Ezersky
Joe,Joe Fabel,76690,Fabel
John,John Fairchild,76691,Fairchild
Phil,Phil Farbman,76692,Farbman
Kenneth,Kenneth Faried,202702,Faried
Dick,Dick Farley,76693,Farley
Jordan,Jordan Farmar,200770,Farmar
Desmon,Desmon Farmer,2824,Farmer
Jim,Jim Farmer,76695,Farmer
Mike,Mike Farmer,76694,Farmer
Tony,Tony Farmer,1108,Farmer
Bob,Bob Faught,76696,Faught
Vitor,Vitor Faverani,203543,Faverani
Derrick,Derrick Favors,202324,Favors
Nick,Nick Fazekas,201174,Fazekas
Dave,Dave Fedor,76697,Fedor
Bob,Bob Feerick,76698,Feerick
Butch,Butch Feher,76699,Feher
Jamie,Jamie Feick,994,Feick
Ron,Ron Feiereisel,76701,Feiereisel
George,George Feigenbaum,76702,Feigenbaum
Dave,Dave Feitl,76703,Feitl
Kay,Kay Felder,1627770,Felder
Cristiano,Cristiano Felicio,1626245,Felicio
Carrick,Carrick Felix,203467,Felix
Noel,Noel Felix,101230,Felix
Ray,Ray Felix,76704,Felix
Raymond,Raymond Felton,101109,Felton
Jake,Jake Fendley,76705,Fendley
Bill,Bill Fenley,76706,Fenley
Desmond,Desmond Ferguson,2724,Ferguson
Terrance,Terrance Ferguson,1628390,Ferguson
Rudy,Rudy Fernandez,201164,Fernandez
Eric,Eric Fernsten,76707,Fernsten
Al,Al Ferrari,76708,Ferrari
Rolando,Rolando Ferreira,76709,Ferreira
Duane,Duane Ferrell,273,Ferrell
Yogi,Yogi Ferrell,1627812,Ferrell
Arnie,Arnie Ferrin,76711,Ferrin
Bob,Bob Ferry,76712,Ferry
Danny,Danny Ferry,198,Ferry
Kyrylo,Kyrylo Fesenko,201178,Fesenko
Kenny,Kenny Fields,76713,Fields
Landry,Landry Fields,202361,Fields
Ron,Ron Filipek,76714,Filipek
Greg,Greg Fillmore,76715,Fillmore
Hank,Hank Finkel,76716,Finkel
Michael,Michael Finley,714,Finley
Danny,Danny Finn,76717,Finn
Dorian,Dorian Finney-Smith,1627827,Finney-Smith
Matt,Matt Fish,900,Fish
Derek,Derek Fisher,965,Fisher
Gerald,Gerald Fitch,2809,Fitch
Bob,Bob Fitzgerald,76720,Fitzgerald
Dick,Dick Fitzgerald,76719,Fitzgerald
Marcus,Marcus Fizer,2033,Fizer
Jerry,Jerry Fleishman,76721,Fleishman
Al,Al Fleming,76722,Fleming
Ed,Ed Fleming,76723,Fleming
Vern,Vern Fleming,313,Fleming
Luis,Luis Flores,2784,Flores
Bruce,Bruce Flowers,76725,Flowers
Sleepy,Sleepy Floyd,76726,Floyd
Jonny,Jonny Flynn,201938,Flynn
Mike,Mike Flynn,76727,Flynn
Larry,Larry Fogle,76728,Fogle
Jack,Jack Foley,76729,Foley
Ike,Ike Fontaine,1829,Fontaine
Levi,Levi Fontaine,76731,Fontaine
Jeff,Jeff Foote,202880,Foote
Bryn,Bryn Forbes,1627854,Forbes
Gary,Gary Forbes,201814,Forbes
Alphonso,Alphonso Ford,76732,Ford
Alton,Alton Ford,2228,Ford
Chris,Chris Ford,76733,Ford
Don,Don Ford,76734,Ford
Jake,Jake Ford,76735,Ford
Phil,Phil Ford,76736,Ford
Sharrod,Sharrod Ford,101213,Ford
Sherell,Sherell Ford,726,Ford
T.J.,T.J. Ford,2551,Ford
Donnie,Donnie Forman,76738,Forman
Bayard,Bayard Forrest,76739,Forrest
Joseph,Joseph Forte,2218,Forte
Courtney,Courtney Fortson,202622,Fortson
Danny,Danny Fortson,1504,Fortson
Fred,Fred Foster,76740,Foster
Greg,Greg Foster,323,Foster
Jeff,Jeff Foster,1902,Foster
Rod,Rod Foster,76742,Foster
Antonis,Antonis Fotsis,2238,Fotsis
Evan,Evan Fournier,203095,Fournier
Larry,Larry Foust,76744,Foust
Jerry,Jerry Fowler,76745,Fowler
Tremaine,Tremaine Fowlkes,1762,Fowlkes
De'Aaron,De'Aaron Fox,1628368,Fox
Harold,Harold Fox,76746,Fox
Jim,Jim Fox,76747,Fox
Rick,Rick Fox,296,Fox
Randy,Randy Foye,200751,Foye
Adonal,Adonal Foyle,1502,Foyle
Richie,Richie Frahm,2499,Frahm
Steve,Steve Francis,1883,Francis
Tellis,Tellis Frank,76748,Frank
Nat,Nat Frankel,76749,Frankel
Jamaal,Jamaal Franklin,203479,Franklin
Tim,Tim Frazier,204025,Frazier
Walt,Walt Frazier,76750,Frazier
Will,Will Frazier,76751,Frazier
Melvin,Melvin Frazier Jr.,1628982,Frazier Jr.
Anthony,Anthony Frederick,76752,Frederick
Jimmer,Jimmer Fredette,202690,Fredette
World,World Free,76753,Free
Joel,Joel Freeland,200777,Freeland
Donnie,Donnie Freeman,76754,Freeman
Gary,Gary Freeman,76755,Freeman
Rod,Rod Freeman,76756,Freeman
Matt,Matt Freije,2782,Freije
Frido,Frido Frey,76757,Frey
Larry,Larry Friend,76758,Friend
Pat,Pat Frink,76759,Frink
Jim,Jim Fritsche,76760,Fritsche
Channing,Channing Frye,101112,Frye
Bernie,Bernie Fryer,76761,Fryer
Frank,Frank Fucarino,76762,Fucarino
Herm,Herm Fuetsch,76763,Fuetsch
Joe,Joe Fulks,76764,Fulks
Hiram,Hiram Fuller,2673,Fuller
Todd,Todd Fuller,957,Fuller
Tony,Tony Fuller,76765,Fuller
Markelle,Markelle Fultz,1628365,Fultz
Lawrence,Lawrence Funderburke,1444,Funderburke
Terry,Terry Furlow,76767,Furlow
Billy,Billy Gabor,76768,Gabor
Dan,Dan Gadzuric,2429,Gadzuric
Tony,Tony Gaffney,202070,Gaffney
Deng,Deng Gai,101184,Gai
Elmer R.,Elmer R. Gainer,76769,Gainer
Corey,Corey Gaines,76770,Gaines
Reece,Reece Gaines,2558,Gaines
Sundiata,Sundiata Gaines,202178,Gaines
Mike,Mike Gale,76771,Gale
Chad,Chad Gallagher,76772,Gallagher
Harry,Harry Gallatin,76773,Gallatin
Danilo,Danilo Gallinari,201568,Gallinari
Langston,Langston Galloway,204038,Galloway
Dave,Dave Gambee,76774,Gambee
Kevin,Kevin Gamble,333,Gamble
Bob,Bob Gantt,76776,Gantt
Jorge,Jorge Garbajosa,200816,Garbajosa
Ruben,Ruben Garces,2092,Garces
Alex,Alex Garcia,2682,Garcia
Francisco,Francisco Garcia,101128,Garcia
Earl,Earl Gardner,76778,Gardner
Thomas,Thomas Gardner,201242,Gardner
Vern,Vern Gardner,76779,Gardner
Jack,Jack Garfinkel,76780,Garfinkel
Patricio,Patricio Garino,1627868,Garino
Gary,Gary Garland,76781,Garland
Winston,Winston Garland,76782,Garland
Dick,Dick Garmaker,76783,Garmaker
Chris,Chris Garner,1612,Garner
Bill,Bill Garnett,76785,Garnett
Kevin,Kevin Garnett,708,Garnett
Marlon,Marlon Garnett,1831,Garnett
Calvin,Calvin Garrett,76786,Garrett
Dean,Dean Garrett,1051,Garrett
Diante,Diante Garrett,203197,Garrett
Eldo,Eldo Garrett,76788,Garrett
Rowland,Rowland Garrett,76789,Garrett
Tom,Tom Garrick,76790,Garrick
John,John Garris,76791,Garris
Kiwane,Kiwane Garris,1619,Garris
Pat,Pat Garrity,1727,Garrity
Jim,Jim Garvin,76793,Garvin
Marc,Marc Gasol,201188,Gasol
Pau,Pau Gasol,2200,Gasol
Frank,Frank Gates,76794,Gates
Chris,Chris Gatling,423,Gatling
Kenny,Kenny Gattison,930,Gattison
Rudy,Rudy Gay,200752,Gay
Ed,Ed Gayda,76797,Gayda
Andrew,Andrew Gaze,1845,Gaze
Michael,Michael Gbinije,1627771,Gbinije
Reggie,Reggie Geary,1002,Geary
Alonzo,Alonzo Gee,202087,Gee
Matt,Matt Geiger,761,Geiger
Mickael,Mickael Gelabale,101153,Gelabale
Devean,Devean George,1904,George
Jack,Jack George,76800,George
Paul,Paul George,202331,George
Tate,Tate George,76801,George
Marcus,Marcus Georges-Hunt,1627875,Georges-Hunt
Gus,Gus Gerard,76802,Gerard
Derrick,Derrick Gervin,76803,Gervin
George,George Gervin,76804,Gervin
Gorham,Gorham Getchell,76805,Getchell
John,John Gianelli,76806,Gianelli
Dick,Dick Gibbs,76807,Gibbs
Daniel,Daniel Gibson,200789,Gibson
Dee,Dee Gibson,76808,Gibson
Jonathan,Jonathan Gibson,1626780,Gibson
Mel,Mel Gibson,76809,Gibson
Mike,Mike Gibson,76810,Gibson
Taj,Taj Gibson,201959,Gibson
Ward,Ward Gibson,76811,Gibson
